,model_name,units,batch_size,learning_rate,dense_units,dropout_rate,run,best_val_loss,best_epoch,final_train_loss,epochs,time
0,baseline_lstm,32,4,0.005,,,1,0.06372702121734619,11,0.016710655763745308,21,4.438942909240723
1,baseline_lstm,64,4,0.005,,,1,0.06249737739562988,14,0.01795077882707119,24,4.492943048477173
2,baseline_lstm,128,4,0.005,,,1,0.05673421546816826,38,0.010837815701961517,48,9.101657629013062
3,baseline_lstm,32,4,0.01,,,1,0.05342748388648033,16,0.014812401495873928,26,4.7141783237457275
4,baseline_lstm,64,4,0.01,,,1,0.05573089048266411,8,0.0216232780367136,18,3.6961498260498047
5,baseline_lstm,128,4,0.01,,,1,0.039563581347465515,31,0.00834599044173956,41,9.008326292037964
6,baseline_lstm,32,8,0.005,,,1,0.05635988339781761,24,0.014503035694360733,34,5.443289518356323
7,baseline_lstm,64,8,0.005,,,1,0.05214843526482582,63,0.00948312971740961,73,10.219817399978638
8,baseline_lstm,128,8,0.005,,,1,0.07503972947597504,9,0.017612401396036148,19,3.6880452632904053
9,baseline_lstm,32,8,0.01,,,1,0.06601022183895111,12,0.014864034950733185,22,3.699150800704956
10,baseline_lstm,64,8,0.01,,,1,0.06682396680116653,9,0.016388123854994774,19,3.4531733989715576
11,baseline_lstm,128,8,0.01,,,1,0.05474945902824402,29,0.010034865699708462,39,6.143742322921753
12,baseline_lstm,32,16,0.005,,,1,0.06213408708572388,45,0.012090661562979221,55,7.001802206039429
13,baseline_lstm,64,16,0.005,,,1,0.0513436384499073,108,0.01124639343470335,118,14.008939981460571
14,baseline_lstm,128,16,0.005,,,1,0.04437924548983574,59,0.014057914726436138,69,8.85774850845337
15,baseline_lstm,32,16,0.01,,,1,0.05161931738257408,25,0.013568349182605743,35,4.9254443645477295
16,baseline_lstm,64,16,0.01,,,1,0.05510575696825981,27,0.013723522424697876,37,5.060098171234131
17,baseline_lstm,128,16,0.01,,,1,0.05172339081764221,15,0.022301988676190376,25,3.979712963104248
18,baseline_lstm,32,32,0.005,,,1,0.1935722380876541,30,0.031086720526218414,40,4.9971396923065186
19,baseline_lstm,64,32,0.005,,,1,0.12928064167499542,20,0.023480571806430817,30,3.9788031578063965
20,baseline_lstm,128,32,0.005,,,1,0.11173409968614578,16,0.02099032513797283,26,4.074498653411865
21,baseline_lstm,32,32,0.01,,,1,0.06484632939100266,44,0.013499404303729534,54,6.408140659332275
22,baseline_lstm,64,32,0.01,,,1,0.08429517596960068,43,0.016609633341431618,53,6.2110207080841064
23,baseline_lstm,128,32,0.01,,,1,0.05287996307015419,36,0.016448823735117912,46,5.7433953285217285
24,stacked_lstm,32,4,0.005,,,1,0.06476061791181564,9,0.015381519682705402,19,4.792078256607056
25,stacked_lstm,64,4,0.005,,,1,0.05779275298118591,18,0.013930276036262512,28,6.818109750747681
26,stacked_lstm,128,4,0.005,,,1,0.04584848880767822,11,0.012833279557526112,21,6.644468784332275
27,stacked_lstm,32,4,0.01,,,1,0.05298636853694916,15,0.012699156068265438,25,5.962834119796753
28,stacked_lstm,64,4,0.01,,,1,0.0480288565158844,15,0.012793943285942078,25,6.605433225631714
29,stacked_lstm,128,4,0.01,,,1,0.034592945128679276,41,0.004527937155216932,51,14.235589265823364
30,stacked_lstm,32,8,0.005,,,1,0.05594101548194885,24,0.013657920062541962,34,6.141639232635498
31,stacked_lstm,64,8,0.005,,,1,0.059025079011917114,22,0.0118752745911479,32,6.033838748931885
32,stacked_lstm,128,8,0.005,,,1,0.048823799937963486,16,0.012504756450653076,26,5.998931169509888
33,stacked_lstm,32,8,0.01,,,1,0.05263218656182289,22,0.011087150312960148,32,5.847999095916748
34,stacked_lstm,64,8,0.01,,,1,0.06918993592262268,8,0.016293715685606003,18,4.159887075424194
35,stacked_lstm,128,8,0.01,,,1,0.03280338644981384,38,0.010323545895516872,48,9.819271087646484
36,stacked_lstm,32,16,0.005,,,1,0.06335245817899704,71,0.010533582419157028,81,10.682128667831421
37,stacked_lstm,64,16,0.005,,,1,0.05662728473544121,57,0.010630331002175808,67,9.492193460464478
38,stacked_lstm,128,16,0.005,,,1,0.06605520844459534,15,0.014416751451790333,25,5.062588214874268
39,stacked_lstm,32,16,0.01,,,1,0.06522290408611298,28,0.012416978366672993,38,5.855950832366943
40,stacked_lstm,64,16,0.01,,,1,0.05977550521492958,10,0.015338175930082798,20,4.106600046157837
41,stacked_lstm,128,16,0.01,,,1,0.06234094500541687,47,0.008017879910767078,57,9.170734882354736
42,stacked_lstm,32,32,0.005,,,1,0.22900421917438507,40,0.038242220878601074,50,6.8131959438323975
43,stacked_lstm,64,32,0.005,,,1,0.12512415647506714,16,0.023782750591635704,26,4.521541595458984
44,stacked_lstm,128,32,0.005,,,1,0.10718971490859985,10,0.021984638646245003,20,4.038121223449707
45,stacked_lstm,32,32,0.01,,,1,0.07594606280326843,62,0.01283032726496458,72,8.617461204528809
46,stacked_lstm,64,32,0.01,,,1,0.054778266698122025,35,0.011417186819016933,45,6.312006235122681
47,stacked_lstm,128,32,0.01,,,1,0.13408665359020233,24,0.025151913985610008,34,5.527052164077759
48,lstm_dense,32,4,0.005,64.0,,1,0.06304037570953369,18,0.012989871203899384,28,7.015002489089966
49,lstm_dense,64,4,0.005,64.0,,1,0.04506517946720123,14,0.013810145668685436,24,6.337088584899902
50,lstm_dense,128,4,0.005,64.0,,1,0.045560259371995926,18,0.01598166488111019,28,8.790474891662598
51,lstm_dense,32,4,0.01,64.0,,1,0.060944218188524246,14,0.013988979160785675,24,6.075406789779663
52,lstm_dense,64,4,0.01,64.0,,1,0.04425152763724327,17,0.014087934046983719,27,7.315479755401611
53,lstm_dense,128,4,0.01,64.0,,1,0.0353153757750988,38,0.007901430130004883,48,13.497503995895386
54,lstm_dense,32,4,0.005,128.0,,1,0.0516931414604187,19,0.01316495519131422,29,7.222317218780518
55,lstm_dense,64,4,0.005,128.0,,1,0.04679866507649422,16,0.014436833560466766,26,7.100202322006226
56,lstm_dense,128,4,0.005,128.0,,1,0.04100292548537254,21,0.013247739523649216,31,9.533676147460938
57,lstm_dense,32,4,0.01,128.0,,1,0.04653070494532585,13,0.01613653264939785,23,5.8832948207855225
58,lstm_dense,64,4,0.01,128.0,,1,0.04690147563815117,56,0.010016773827373981,66,14.917546510696411
59,lstm_dense,128,4,0.01,128.0,,1,0.02249709703028202,40,0.0049919565208256245,50,14.535670518875122
60,lstm_dense,32,8,0.005,64.0,,1,0.05953899398446083,26,0.011831148527562618,36,6.681970834732056
61,lstm_dense,64,8,0.005,64.0,,1,0.0682428851723671,16,0.016710299998521805,26,5.501844644546509
62,lstm_dense,128,8,0.005,64.0,,1,0.04776275157928467,74,0.0095036830753088,84,16.38557767868042
63,lstm_dense,32,8,0.01,64.0,,1,0.061866968870162964,19,0.01616782695055008,29,5.856158971786499
64,lstm_dense,64,8,0.01,64.0,,1,0.04244695231318474,35,0.011322669684886932,45,7.831552028656006
65,lstm_dense,128,8,0.01,64.0,,1,0.059499021619558334,11,0.015095013193786144,21,5.536654472351074
66,lstm_dense,32,8,0.005,128.0,,1,0.055279288440942764,55,0.013553209602832794,65,10.562748908996582
67,lstm_dense,64,8,0.005,128.0,,1,0.0749368667602539,8,0.021646179258823395,18,4.429304599761963
68,lstm_dense,128,8,0.005,128.0,,1,0.04679237678647041,58,0.009943122044205666,68,13.842448234558105
69,lstm_dense,32,8,0.01,128.0,,1,0.04713895916938782,22,0.01660008542239666,32,6.606907606124878
70,lstm_dense,64,8,0.01,128.0,,1,0.059985000640153885,11,0.016681203618645668,21,4.971942663192749
71,lstm_dense,128,8,0.01,128.0,,1,0.05875909700989723,11,0.01783684827387333,21,5.573644161224365
72,lstm_dense,32,16,0.005,64.0,,1,0.06649309396743774,42,0.013062293641269207,52,7.672224521636963
73,lstm_dense,64,16,0.005,64.0,,1,0.0851183533668518,20,0.016882091760635376,30,5.603503942489624
74,lstm_dense,128,16,0.005,64.0,,1,0.07152348756790161,13,0.016135351732373238,23,5.124063491821289
75,lstm_dense,32,16,0.01,64.0,,1,0.060421254485845566,18,0.016177423298358917,28,5.3033225536346436
76,lstm_dense,64,16,0.01,64.0,,1,0.06383439898490906,13,0.016741381958127022,23,4.618420839309692
77,lstm_dense,128,16,0.01,64.0,,1,0.062365319579839706,19,0.014635465107858181,29,5.990179061889648
78,lstm_dense,32,16,0.005,128.0,,1,0.09573779255151749,23,0.018722789362072945,33,5.373117923736572
79,lstm_dense,64,16,0.005,128.0,,1,0.08414853364229202,20,0.018203286454081535,30,5.4730730056762695
80,lstm_dense,128,16,0.005,128.0,,1,0.06872089952230453,12,0.016050154343247414,22,4.869119644165039
81,lstm_dense,32,16,0.01,128.0,,1,0.09065746515989304,16,0.018046384677290916,26,4.887240886688232
82,lstm_dense,64,16,0.01,128.0,,1,0.048596497625112534,48,0.010166860185563564,58,8.811036586761475
83,lstm_dense,128,16,0.01,128.0,,1,0.06508252024650574,18,0.013132558204233646,28,5.701173305511475
84,lstm_dense,32,32,0.005,64.0,,1,0.19526904821395874,21,0.02415364235639572,31,4.9752585887908936
85,lstm_dense,64,32,0.005,64.0,,1,0.15243001282215118,20,0.023018604144454002,30,5.030889511108398
86,lstm_dense,128,32,0.005,64.0,,1,0.07994779944419861,31,0.017305810004472733,41,6.664556980133057
87,lstm_dense,32,32,0.01,64.0,,1,0.131865456700325,22,0.02552259899675846,32,5.293009996414185
88,lstm_dense,64,32,0.01,64.0,,1,0.06729501485824585,24,0.017132176086306572,34,5.384810209274292
89,lstm_dense,128,32,0.01,64.0,,1,0.04532019421458244,33,0.011456772685050964,43,6.8199732303619385
90,lstm_dense,32,32,0.005,128.0,,1,0.12356826663017273,20,0.022529741749167442,30,4.886175870895386
91,lstm_dense,64,32,0.005,128.0,,1,0.09933537244796753,20,0.02232103794813156,30,5.147958755493164
92,lstm_dense,128,32,0.005,128.0,,1,0.08106355369091034,20,0.018102625384926796,30,5.679873704910278
93,lstm_dense,32,32,0.01,128.0,,1,0.14051513373851776,20,0.027047166600823402,30,4.762377500534058
94,lstm_dense,64,32,0.01,128.0,,1,0.08503985404968262,24,0.01725093461573124,34,5.414297342300415
95,lstm_dense,128,32,0.01,128.0,,1,0.05011223256587982,23,0.013282432220876217,33,5.792043924331665
96,lstm_dropout,32,4,0.005,64.0,0.05,1,0.06229515001177788,17,0.015667226165533066,27,7.173659324645996
97,lstm_dropout,64,4,0.005,64.0,0.05,1,0.05336352810263634,15,0.01906452514231205,25,6.823249578475952
98,lstm_dropout,128,4,0.005,64.0,0.05,1,0.0513625331223011,21,0.015105937607586384,31,9.445008039474487
99,lstm_dropout,32,4,0.01,64.0,0.05,1,0.056905508041381836,20,0.016506250947713852,30,7.317438840866089
100,lstm_dropout,64,4,0.01,64.0,0.05,1,0.0422949492931366,33,0.012859047390520573,43,10.405978202819824
101,lstm_dropout,128,4,0.01,64.0,0.05,1,0.02227792702615261,28,0.007259704172611237,38,11.251819372177124
102,lstm_dropout,32,4,0.005,64.0,0.1,1,0.05812767520546913,27,0.014737394638359547,37,8.498619318008423
103,lstm_dropout,64,4,0.005,64.0,0.1,1,0.05511556565761566,18,0.01888253353536129,28,7.515666723251343
104,lstm_dropout,128,4,0.005,64.0,0.1,1,0.04042740538716316,24,0.017854614183306694,34,9.950119733810425
105,lstm_dropout,32,4,0.01,64.0,0.1,1,0.048914890736341476,18,0.015145309269428253,28,7.008202075958252
106,lstm_dropout,64,4,0.01,64.0,0.1,1,0.04562978819012642,37,0.012381825596094131,47,11.149116516113281
107,lstm_dropout,128,4,0.01,64.0,0.1,1,0.04661918058991432,38,0.012597928754985332,48,13.04161810874939
108,lstm_dropout,32,4,0.005,64.0,0.2,1,0.05775256082415581,12,0.02168050967156887,22,5.868288278579712
109,lstm_dropout,64,4,0.005,64.0,0.2,1,0.04224859178066254,18,0.022709200158715248,28,7.373014450073242
110,lstm_dropout,128,4,0.005,64.0,0.2,1,0.04062105342745781,36,0.017270630225539207,46,12.640391826629639
111,lstm_dropout,32,4,0.01,64.0,0.2,1,0.05003626272082329,12,0.024065973237156868,22,6.0978405475616455
112,lstm_dropout,64,4,0.01,64.0,0.2,1,0.04697005823254585,22,0.014314561150968075,32,8.435434341430664
113,lstm_dropout,128,4,0.01,64.0,0.2,1,0.03124632127583027,45,0.009234716184437275,55,15.32807731628418
114,lstm_dropout,32,4,0.005,128.0,0.05,1,0.07307552546262741,10,0.015802357345819473,20,5.543931484222412
115,lstm_dropout,64,4,0.005,128.0,0.05,1,0.049835626035928726,21,0.013852647505700588,31,8.070412874221802
116,lstm_dropout,128,4,0.005,128.0,0.05,1,0.04471359774470329,14,0.017810167744755745,24,7.832504510879517
117,lstm_dropout,32,4,0.01,128.0,0.05,1,0.05556769296526909,15,0.016235925257205963,25,6.51833963394165
118,lstm_dropout,64,4,0.01,128.0,0.05,1,0.045802708715200424,19,0.017900994047522545,29,7.682379961013794
119,lstm_dropout,128,4,0.01,128.0,0.05,1,0.04340396448969841,27,0.013227052055299282,37,11.013710737228394
120,lstm_dropout,32,4,0.005,128.0,0.1,1,0.05972552299499512,18,0.014419585466384888,28,7.01455020904541
121,lstm_dropout,64,4,0.005,128.0,0.1,1,0.05105842649936676,15,0.018907904624938965,25,6.991364479064941
122,lstm_dropout,128,4,0.005,128.0,0.1,1,0.04355202615261078,14,0.02296767383813858,24,7.823690414428711
123,lstm_dropout,32,4,0.01,128.0,0.1,1,0.04988604784011841,18,0.018520699813961983,28,7.023545265197754
124,lstm_dropout,64,4,0.01,128.0,0.1,1,0.056241098791360855,16,0.02171238511800766,26,7.292303800582886
125,lstm_dropout,128,4,0.01,128.0,0.1,1,0.04419010877609253,38,0.015749404206871986,48,13.468550682067871
126,lstm_dropout,32,4,0.005,128.0,0.2,1,0.06903619319200516,17,0.015574880875647068,27,6.9893858432769775
127,lstm_dropout,64,4,0.005,128.0,0.2,1,0.05222824588418007,16,0.022413164377212524,26,7.193824529647827
128,lstm_dropout,128,4,0.005,128.0,0.2,1,0.04048897698521614,15,0.021602841094136238,25,7.879183769226074
129,lstm_dropout,32,4,0.01,128.0,0.2,1,0.05173178017139435,12,0.03036549687385559,22,5.7850022315979
130,lstm_dropout,64,4,0.01,128.0,0.2,1,0.042354922741651535,15,0.02302524633705616,25,6.836872100830078
131,lstm_dropout,128,4,0.01,128.0,0.2,1,0.02216953970491886,61,0.006663930136710405,71,18.490812301635742
132,lstm_dropout,32,8,0.005,64.0,0.05,1,0.0590822733938694,24,0.014665967784821987,34,6.490855932235718
133,lstm_dropout,64,8,0.005,64.0,0.05,1,0.04601848125457764,46,0.012229465879499912,56,9.706305742263794
134,lstm_dropout,128,8,0.005,64.0,0.05,1,0.06250390410423279,18,0.015948990359902382,28,6.436679363250732
135,lstm_dropout,32,8,0.01,64.0,0.05,1,0.07694046944379807,20,0.01563544012606144,30,5.981112957000732
136,lstm_dropout,64,8,0.01,64.0,0.05,1,0.056585099548101425,11,0.018926257267594337,21,4.854423761367798
137,lstm_dropout,128,8,0.01,64.0,0.05,1,0.05023375526070595,32,0.01273407507687807,42,8.98023509979248
138,lstm_dropout,32,8,0.005,64.0,0.1,1,0.06819190829992294,16,0.01612662896513939,26,5.40669059753418
139,lstm_dropout,64,8,0.005,64.0,0.1,1,0.049620453268289566,65,0.011294492520391941,75,12.51926565170288
140,lstm_dropout,128,8,0.005,64.0,0.1,1,0.060858309268951416,13,0.019520781934261322,23,5.908190727233887
141,lstm_dropout,32,8,0.01,64.0,0.1,1,0.0529213510453701,21,0.017173657193779945,31,5.906128883361816
142,lstm_dropout,64,8,0.01,64.0,0.1,1,0.05154918506741524,21,0.01780593954026699,31,6.18710470199585
143,lstm_dropout,128,8,0.01,64.0,0.1,1,0.06818555295467377,18,0.023661797866225243,28,6.594513416290283
144,lstm_dropout,32,8,0.005,64.0,0.2,1,0.060326460748910904,22,0.01727910526096821,32,6.861653804779053
145,lstm_dropout,64,8,0.005,64.0,0.2,1,0.07324869185686111,17,0.020268844440579414,27,6.569258689880371
146,lstm_dropout,128,8,0.005,64.0,0.2,1,0.06658346205949783,14,0.022472582757472992,24,6.07489013671875
147,lstm_dropout,32,8,0.01,64.0,0.2,1,0.054180439561605453,33,0.01925104856491089,43,7.377124309539795
148,lstm_dropout,64,8,0.01,64.0,0.2,1,0.07040918618440628,10,0.02536889910697937,20,4.570293188095093
149,lstm_dropout,128,8,0.01,64.0,0.2,1,0.05261022225022316,19,0.023477381095290184,29,6.5728302001953125
150,lstm_dropout,32,8,0.005,128.0,0.05,1,0.0540427565574646,49,0.01199115440249443,59,9.71349835395813
151,lstm_dropout,64,8,0.005,128.0,0.05,1,0.06824865192174911,13,0.018594227731227875,23,5.0684850215911865
152,lstm_dropout,128,8,0.005,128.0,0.05,1,0.04562115669250488,49,0.010794472880661488,59,11.110321521759033
153,lstm_dropout,32,8,0.01,128.0,0.05,1,0.056103598326444626,26,0.01799403317272663,36,6.316255331039429
154,lstm_dropout,64,8,0.01,128.0,0.05,1,0.050933729857206345,28,0.011982709169387817,38,7.111287832260132
155,lstm_dropout,128,8,0.01,128.0,0.05,1,0.047805819660425186,24,0.015707725659012794,34,8.274201154708862
156,lstm_dropout,32,8,0.005,128.0,0.1,1,0.04825903847813606,44,0.013523035682737827,54,8.98956847190857
157,lstm_dropout,64,8,0.005,128.0,0.1,1,0.06049727275967598,45,0.012456326745450497,55,9.481286525726318
158,lstm_dropout,128,8,0.005,128.0,0.1,1,0.052980247884988785,48,0.012740768492221832,58,11.238526344299316
159,lstm_dropout,32,8,0.01,128.0,0.1,1,0.07077889144420624,22,0.014967509545385838,32,5.7746100425720215
160,lstm_dropout,64,8,0.01,128.0,0.1,1,0.054120227694511414,20,0.016508938744664192,30,6.007473945617676
161,lstm_dropout,128,8,0.01,128.0,0.1,1,0.038667842745780945,45,0.012607633136212826,55,10.50925898551941
162,lstm_dropout,32,8,0.005,128.0,0.2,1,0.05220218002796173,45,0.015299122780561447,55,9.134095668792725
163,lstm_dropout,64,8,0.005,128.0,0.2,1,0.06321963667869568,19,0.019434040412306786,29,5.882094860076904
164,lstm_dropout,128,8,0.005,128.0,0.2,1,0.05635668337345123,29,0.014368508011102676,39,8.457572937011719
165,lstm_dropout,32,8,0.01,128.0,0.2,1,0.05090976879000664,26,0.016847537830471992,36,6.81047248840332
166,lstm_dropout,64,8,0.01,128.0,0.2,1,0.05406365916132927,16,0.019678940996527672,26,5.639286518096924
167,lstm_dropout,128,8,0.01,128.0,0.2,1,0.060599010437726974,29,0.016453847289085388,39,8.171526432037354
168,lstm_dropout,32,16,0.005,64.0,0.05,1,0.08472994714975357,33,0.015100091695785522,43,6.613814353942871
169,lstm_dropout,64,16,0.005,64.0,0.05,1,0.09942997246980667,15,0.019959216937422752,25,4.816589117050171
170,lstm_dropout,128,16,0.005,64.0,0.05,1,0.08094602823257446,18,0.017322270199656487,28,5.578679800033569
171,lstm_dropout,32,16,0.01,64.0,0.05,1,0.09945523738861084,22,0.020303575322031975,32,5.378726959228516
172,lstm_dropout,64,16,0.01,64.0,0.05,1,0.05574510619044304,62,0.012145471759140491,72,9.649501085281372
173,lstm_dropout,128,16,0.01,64.0,0.05,1,0.0453370064496994,17,0.013268484733998775,27,5.450004577636719
174,lstm_dropout,32,16,0.005,64.0,0.1,1,0.08737612515687943,27,0.021149246022105217,37,5.989382743835449
175,lstm_dropout,64,16,0.005,64.0,0.1,1,0.07742083817720413,33,0.01588485576212406,43,6.7866175174713135
176,lstm_dropout,128,16,0.005,64.0,0.1,1,0.05594794079661369,21,0.027298444882035255,31,5.991727590560913
177,lstm_dropout,32,16,0.01,64.0,0.1,1,0.07737230509519577,46,0.01577758975327015,56,7.989777326583862
178,lstm_dropout,64,16,0.01,64.0,0.1,1,0.05891343951225281,16,0.019459178671240807,26,4.650909423828125
179,lstm_dropout,128,16,0.01,64.0,0.1,1,0.04661833122372627,20,0.015289660543203354,30,5.66874623298645
180,lstm_dropout,32,16,0.005,64.0,0.2,1,0.09977998584508896,21,0.024559689685702324,31,5.226173162460327
181,lstm_dropout,64,16,0.005,64.0,0.2,1,0.08857806771993637,30,0.018840307369828224,40,6.2128167152404785
182,lstm_dropout,128,16,0.005,64.0,0.2,1,0.05794321373105049,16,0.028137346729636192,26,5.242322683334351
183,lstm_dropout,32,16,0.01,64.0,0.2,1,0.09813108295202255,16,0.02581959404051304,26,4.6362903118133545
184,lstm_dropout,64,16,0.01,64.0,0.2,1,0.052694883197546005,47,0.013505011796951294,57,8.203994274139404
185,lstm_dropout,128,16,0.01,64.0,0.2,1,0.04701538011431694,28,0.015761442482471466,38,6.956426382064819
186,lstm_dropout,32,16,0.005,128.0,0.05,1,0.10879576206207275,18,0.02124827355146408,28,4.920374631881714
187,lstm_dropout,64,16,0.005,128.0,0.05,1,0.1067143902182579,14,0.02162977308034897,24,4.719449520111084
188,lstm_dropout,128,16,0.005,128.0,0.05,1,0.06601744890213013,18,0.016109148040413857,28,5.7565038204193115
189,lstm_dropout,32,16,0.01,128.0,0.05,1,0.07312691956758499,17,0.018277673050761223,27,4.791203737258911
190,lstm_dropout,64,16,0.01,128.0,0.05,1,0.052947938442230225,31,0.014147023670375347,41,6.575438022613525
191,lstm_dropout,128,16,0.01,128.0,0.05,1,0.0488751046359539,27,0.013038992881774902,37,6.686033248901367
192,lstm_dropout,32,16,0.005,128.0,0.1,1,0.11980456113815308,13,0.022405026480555534,23,4.333279132843018
193,lstm_dropout,64,16,0.005,128.0,0.1,1,0.055877964943647385,50,0.012878023087978363,60,8.557673215866089
194,lstm_dropout,128,16,0.005,128.0,0.1,1,0.045293763279914856,93,0.009906304068863392,103,15.226059675216675
195,lstm_dropout,32,16,0.01,128.0,0.1,1,0.06509938836097717,23,0.01573546789586544,33,5.614261627197266
196,lstm_dropout,64,16,0.01,128.0,0.1,1,0.08530198782682419,12,0.019820040091872215,22,4.606877565383911
197,lstm_dropout,128,16,0.01,128.0,0.1,1,0.0550316758453846,20,0.017040900886058807,30,5.933459758758545
198,lstm_dropout,32,16,0.005,128.0,0.2,1,0.11176357418298721,19,0.022927025333046913,29,5.111314058303833
199,lstm_dropout,64,16,0.005,128.0,0.2,1,0.08482208102941513,16,0.019730105996131897,26,4.869884014129639
200,lstm_dropout,128,16,0.005,128.0,0.2,1,0.05542686954140663,41,0.012695674784481525,51,8.270182609558105
201,lstm_dropout,32,16,0.01,128.0,0.2,1,0.10264038294553757,17,0.026372991502285004,27,4.7241528034210205
202,lstm_dropout,64,16,0.01,128.0,0.2,1,0.07193945348262787,14,0.02227039635181427,24,4.6308982372283936
203,lstm_dropout,128,16,0.01,128.0,0.2,1,0.047588031738996506,70,0.01199339795857668,80,11.928853511810303
204,lstm_dropout,32,32,0.005,64.0,0.05,1,0.14556843042373657,22,0.032374851405620575,32,5.025935173034668
205,lstm_dropout,64,32,0.005,64.0,0.05,1,0.14049969613552094,16,0.03254818543791771,26,4.599375009536743
206,lstm_dropout,128,32,0.005,64.0,0.05,1,0.07661369442939758,21,0.021872298792004585,31,5.572887659072876
207,lstm_dropout,32,32,0.01,64.0,0.05,1,0.31511422991752625,9,0.07980963587760925,19,3.7300994396209717
208,lstm_dropout,64,32,0.01,64.0,0.05,1,0.054592233151197433,68,0.014711338095366955,78,9.65191102027893
209,lstm_dropout,128,32,0.01,64.0,0.05,1,0.041380878537893295,39,0.01294580940157175,49,7.400623798370361
210,lstm_dropout,32,32,0.005,64.0,0.1,1,0.2466220259666443,39,0.04323498532176018,49,6.668027877807617
211,lstm_dropout,64,32,0.005,64.0,0.1,1,0.08733823150396347,30,0.020797355100512505,40,5.914188623428345
212,lstm_dropout,128,32,0.005,64.0,0.1,1,0.08041572570800781,22,0.022091368213295937,32,5.4731364250183105
213,lstm_dropout,32,32,0.01,64.0,0.1,1,0.3148004710674286,8,0.08603715151548386,18,3.5708274841308594
214,lstm_dropout,64,32,0.01,64.0,0.1,1,0.08025595545768738,31,0.018099425360560417,41,5.753936052322388
215,lstm_dropout,128,32,0.01,64.0,0.1,1,0.05339387431740761,17,0.01648922823369503,27,5.267344951629639
216,lstm_dropout,32,32,0.005,64.0,0.2,1,0.2438463419675827,39,0.043232981115579605,49,7.041115760803223
217,lstm_dropout,64,32,0.005,64.0,0.2,1,0.0758913978934288,36,0.019612401723861694,46,6.890393257141113
218,lstm_dropout,128,32,0.005,64.0,0.2,1,0.07571642845869064,25,0.017847470939159393,35,6.2207276821136475
219,lstm_dropout,32,32,0.01,64.0,0.2,1,0.3186885416507721,9,0.08874953538179398,19,3.767749071121216
220,lstm_dropout,64,32,0.01,64.0,0.2,1,0.08356846123933792,22,0.021990329027175903,32,5.386057138442993
221,lstm_dropout,128,32,0.01,64.0,0.2,1,0.04254057630896568,32,0.014310094527900219,42,6.578167200088501
222,lstm_dropout,32,32,0.005,128.0,0.05,1,0.2749231159687042,15,0.029599504545331,25,4.258630752563477
223,lstm_dropout,64,32,0.005,128.0,0.05,1,0.09649374336004257,30,0.01991199143230915,40,5.826430082321167
224,lstm_dropout,128,32,0.005,128.0,0.05,1,0.08347541093826294,18,0.019307630136609077,28,4.977862358093262
225,lstm_dropout,32,32,0.01,128.0,0.05,1,0.1432044357061386,22,0.02239684946835041,32,4.945253372192383
226,lstm_dropout,64,32,0.01,128.0,0.05,1,0.0619366355240345,73,0.015618734061717987,83,9.949849605560303
227,lstm_dropout,128,32,0.01,128.0,0.05,1,0.0913170576095581,20,0.019582338631153107,30,5.58998703956604
228,lstm_dropout,32,32,0.005,128.0,0.1,1,0.19980187714099884,20,0.02473336271941662,30,4.77604341506958
229,lstm_dropout,64,32,0.005,128.0,0.1,1,0.11417541652917862,30,0.02102174423635006,40,5.78738808631897
230,lstm_dropout,128,32,0.005,128.0,0.1,1,0.07665038853883743,19,0.0218560378998518,29,5.1886560916900635
231,lstm_dropout,32,32,0.01,128.0,0.1,1,0.1034172773361206,24,0.02336311899125576,34,5.307143449783325
232,lstm_dropout,64,32,0.01,128.0,0.1,1,0.07182333618402481,27,0.017960073426365852,37,5.606808423995972
233,lstm_dropout,128,32,0.01,128.0,0.1,1,0.12687884271144867,26,0.016701968386769295,36,5.712277889251709
234,lstm_dropout,32,32,0.005,128.0,0.2,1,0.1815289705991745,18,0.031046366319060326,28,4.559091329574585
235,lstm_dropout,64,32,0.005,128.0,0.2,1,0.08563876897096634,31,0.01887974701821804,41,6.162117004394531
236,lstm_dropout,128,32,0.005,128.0,0.2,1,0.08635836094617844,23,0.019083162769675255,33,5.720373153686523
237,lstm_dropout,32,32,0.01,128.0,0.2,1,0.31254592537879944,7,0.08283782005310059,17,4.5682032108306885
238,lstm_dropout,64,32,0.01,128.0,0.2,1,0.08590326458215714,31,0.018807249143719673,41,7.65822958946228
239,lstm_dropout,128,32,0.01,128.0,0.2,1,0.1176362931728363,16,0.022241869941353798,26,5.464979648590088
