,model_name,window_size,units,batch_size,learning_rate,dense_units,dropout_rate,best_val_loss,best_epoch,final_train_loss,epochs,time
0,baseline_lstm,6,32,4,0.005,,,0.1049620732665062,13,0.03569963946938515,23,4.425117492675781
1,baseline_lstm,6,64,4,0.005,,,0.1058439090847969,11,0.035448137670755386,21,3.7353572845458984
2,baseline_lstm,6,128,4,0.005,,,0.10928365588188171,9,0.036376915872097015,19,3.9776995182037354
3,baseline_lstm,6,32,4,0.01,,,0.08793838322162628,20,0.028371820226311684,30,5.35973858833313
4,baseline_lstm,6,64,4,0.01,,,0.10406504571437836,7,0.03551916778087616,17,3.498298168182373
5,baseline_lstm,6,128,4,0.01,,,0.07608295232057571,24,0.02251354604959488,34,5.89252233505249
6,baseline_lstm,6,32,8,0.005,,,0.11187003552913666,21,0.03507740795612335,31,4.093293190002441
7,baseline_lstm,6,64,8,0.005,,,0.09499948471784592,28,0.029508017003536224,38,4.941700458526611
8,baseline_lstm,6,128,8,0.005,,,0.07357825338840485,38,0.019858187064528465,48,6.312217950820923
9,baseline_lstm,6,32,8,0.01,,,0.09322987496852875,23,0.026285037398338318,33,4.2714738845825195
10,baseline_lstm,6,64,8,0.01,,,0.08921818435192108,21,0.02322951704263687,31,4.133424282073975
11,baseline_lstm,6,128,8,0.01,,,0.10476987808942795,11,0.03227420151233673,21,3.268441677093506
12,baseline_lstm,6,32,16,0.005,,,0.11416174471378326,48,0.03268340602517128,58,6.15487813949585
13,baseline_lstm,6,64,16,0.005,,,0.08837366849184036,57,0.02406211942434311,67,7.082674741744995
14,baseline_lstm,6,128,16,0.005,,,0.08112991601228714,49,0.022979743778705597,59,6.576427698135376
15,baseline_lstm,6,32,16,0.01,,,0.07746148854494095,52,0.020977070555090904,62,6.457294464111328
16,baseline_lstm,6,64,16,0.01,,,0.06997212767601013,36,0.02654877118766308,46,5.040652513504028
17,baseline_lstm,6,128,16,0.01,,,0.08516238629817963,27,0.02576128952205181,37,4.358612537384033
18,baseline_lstm,6,32,32,0.005,,,0.11757484078407288,103,0.034592077136039734,113,10.462142944335938
19,baseline_lstm,6,64,32,0.005,,,0.10614114254713058,85,0.03131693974137306,95,8.837818384170532
20,baseline_lstm,6,128,32,0.005,,,0.10585753619670868,47,0.031663183122873306,57,5.937187433242798
21,baseline_lstm,6,32,32,0.01,,,0.1103287786245346,77,0.03217901289463043,87,8.06897521018982
22,baseline_lstm,6,64,32,0.01,,,0.08175266534090042,53,0.030454518273472786,63,5.945217609405518
23,baseline_lstm,6,128,32,0.01,,,0.09084781259298325,43,0.02838604897260666,53,5.420459508895874
24,stacked_lstm,6,32,4,0.005,,,0.09179884940385818,12,0.036610834300518036,22,4.323968172073364
25,stacked_lstm,6,64,4,0.005,,,0.08342873305082321,23,0.030412206426262856,33,6.330830812454224
26,stacked_lstm,6,128,4,0.005,,,0.11831538379192352,5,0.0428110808134079,15,4.252811908721924
27,stacked_lstm,6,32,4,0.01,,,0.10881400853395462,8,0.03984847664833069,18,3.763458728790283
28,stacked_lstm,6,64,4,0.01,,,0.13290825486183167,9,0.03854828327894211,19,4.091161489486694
29,stacked_lstm,6,128,4,0.01,,,0.04112841561436653,47,0.016038035973906517,57,12.4949471950531
30,stacked_lstm,6,32,8,0.005,,,0.07522203028202057,41,0.024840321391820908,51,7.31431245803833
31,stacked_lstm,6,64,8,0.005,,,0.05776207149028778,29,0.0253173615783453,39,6.207095146179199
32,stacked_lstm,6,128,8,0.005,,,0.06894907355308533,32,0.03452732786536217,42,7.552184581756592
33,stacked_lstm,6,32,8,0.01,,,0.070161834359169,24,0.026604890823364258,34,5.2126305103302
34,stacked_lstm,6,64,8,0.01,,,0.08270969986915588,21,0.02468957006931305,31,5.10168719291687
35,stacked_lstm,6,128,8,0.01,,,0.07737143337726593,18,0.025944145396351814,28,5.49085259437561
36,stacked_lstm,6,32,16,0.005,,,0.06056727468967438,61,0.022007979452610016,71,8.39892315864563
37,stacked_lstm,6,64,16,0.005,,,0.04764854535460472,44,0.022875582799315453,54,6.9319539070129395
38,stacked_lstm,6,128,16,0.005,,,0.05970091000199318,33,0.0259131770581007,43,6.466166257858276
39,stacked_lstm,6,32,16,0.01,,,0.09605038166046143,14,0.033045694231987,24,3.742302656173706
40,stacked_lstm,6,64,16,0.01,,,0.054220471531152725,33,0.022187111899256706,43,5.731247901916504
41,stacked_lstm,6,128,16,0.01,,,0.1120753288269043,5,0.033993277698755264,15,3.061462163925171
42,stacked_lstm,6,32,32,0.005,,,0.40665239095687866,5,0.11307701468467712,15,2.5873007774353027
43,stacked_lstm,6,64,32,0.005,,,0.04328484088182449,75,0.026255249977111816,85,9.40406060218811
44,stacked_lstm,6,128,32,0.005,,,0.08169351518154144,46,0.03209633007645607,56,7.011066913604736
45,stacked_lstm,6,32,32,0.01,,,0.11174649745225906,37,0.032349925488233566,47,5.360162258148193
46,stacked_lstm,6,64,32,0.01,,,0.10244659334421158,24,0.032659247517585754,34,4.335252523422241
47,stacked_lstm,6,128,32,0.01,,,0.10397818684577942,14,0.032733794301748276,24,3.594849109649658
48,lstm_dense,6,32,4,0.005,64.0,,0.11741477996110916,7,0.0398428849875927,17,3.7659425735473633
49,lstm_dense,6,64,4,0.005,64.0,,0.1204698234796524,5,0.041179217398166656,15,3.767271041870117
50,lstm_dense,6,128,4,0.005,64.0,,0.09257888793945312,46,0.024709878489375114,56,12.952815532684326
51,lstm_dense,6,32,4,0.01,64.0,,0.09417518228292465,35,0.034848641604185104,45,7.977243423461914
52,lstm_dense,6,64,4,0.01,64.0,,0.08107108622789383,46,0.022198129445314407,56,10.394008159637451
53,lstm_dense,6,128,4,0.01,64.0,,0.12572111189365387,13,0.03846951946616173,23,5.99546217918396
54,lstm_dense,6,32,4,0.005,128.0,,0.12282832711935043,7,0.040168389678001404,17,3.8508524894714355
55,lstm_dense,6,64,4,0.005,128.0,,0.12486837804317474,5,0.041688527911901474,15,3.860093832015991
56,lstm_dense,6,128,4,0.005,128.0,,0.14905381202697754,10,0.0390297994017601,20,5.35986590385437
57,lstm_dense,6,32,4,0.01,128.0,,0.08546827733516693,40,0.023056257516145706,50,8.507750511169434
58,lstm_dense,6,64,4,0.01,128.0,,0.06747624278068542,36,0.022782353684306145,46,8.57991623878479
59,lstm_dense,6,128,4,0.01,128.0,,0.06480992585420609,23,0.017305580899119377,33,8.088781356811523
60,lstm_dense,6,32,8,0.005,64.0,,0.06635056436061859,65,0.025615200400352478,75,10.580412149429321
61,lstm_dense,6,64,8,0.005,64.0,,0.07810458540916443,47,0.02705787681043148,57,8.776196241378784
62,lstm_dense,6,128,8,0.005,64.0,,0.10994166880846024,5,0.03730860352516174,15,3.676581382751465
63,lstm_dense,6,32,8,0.01,64.0,,0.08608792722225189,53,0.019894041121006012,63,9.012534618377686
64,lstm_dense,6,64,8,0.01,64.0,,0.10617978870868683,6,0.03799399361014366,16,3.4331774711608887
65,lstm_dense,6,128,8,0.01,64.0,,0.1040671169757843,6,0.03471526876091957,16,3.792785882949829
66,lstm_dense,6,32,8,0.005,128.0,,0.11260250955820084,9,0.036889683455228806,19,3.707292318344116
67,lstm_dense,6,64,8,0.005,128.0,,0.11314218491315842,8,0.03716513141989708,18,3.75819730758667
68,lstm_dense,6,128,8,0.005,128.0,,0.11084704101085663,6,0.03755592927336693,16,3.920715093612671
69,lstm_dense,6,32,8,0.01,128.0,,0.10403943061828613,7,0.03867516294121742,17,3.475893974304199
70,lstm_dense,6,64,8,0.01,128.0,,0.103619284927845,6,0.038813408464193344,16,3.4732205867767334
71,lstm_dense,6,128,8,0.01,128.0,,0.11773331463336945,4,0.03829215466976166,14,3.5134313106536865
72,lstm_dense,6,32,16,0.005,64.0,,0.05799052491784096,68,0.023694602772593498,78,9.454190492630005
73,lstm_dense,6,64,16,0.005,64.0,,0.06858514994382858,47,0.025077946484088898,57,7.6182355880737305
74,lstm_dense,6,128,16,0.005,64.0,,0.09520789235830307,30,0.028255464509129524,40,6.312177896499634
75,lstm_dense,6,32,16,0.01,64.0,,0.07138007134199142,52,0.025290781632065773,62,7.695406675338745
76,lstm_dense,6,64,16,0.01,64.0,,0.06876958161592484,41,0.01891872100532055,51,6.830119371414185
77,lstm_dense,6,128,16,0.01,64.0,,0.1125241219997406,18,0.02967894822359085,28,4.810293674468994
78,lstm_dense,6,32,16,0.005,128.0,,0.06637381762266159,70,0.024816280230879784,80,9.865240812301636
79,lstm_dense,6,64,16,0.005,128.0,,0.06861689686775208,49,0.024337027221918106,59,7.90458607673645
80,lstm_dense,6,128,16,0.005,128.0,,0.07504861056804657,63,0.02491551823914051,73,10.812231540679932
81,lstm_dense,6,32,16,0.01,128.0,,0.056320447474718094,43,0.021846918389201164,53,6.880999565124512
82,lstm_dense,6,64,16,0.01,128.0,,0.08102480322122574,29,0.02518804743885994,39,5.5582733154296875
83,lstm_dense,6,128,16,0.01,128.0,,0.10329440981149673,14,0.034360580146312714,24,4.2957658767700195
84,lstm_dense,6,32,32,0.005,64.0,,0.10123766958713531,200,0.032848041504621506,200,20.346590518951416
85,lstm_dense,6,64,32,0.005,64.0,,0.10781805217266083,23,0.03529590740799904,33,4.495096445083618
86,lstm_dense,6,128,32,0.005,64.0,,0.07643730193376541,64,0.02685348503291607,74,8.992734909057617
87,lstm_dense,6,32,32,0.01,64.0,,0.07026760280132294,58,0.028606226667761803,68,7.498866319656372
88,lstm_dense,6,64,32,0.01,64.0,,0.08139056712388992,40,0.029471280053257942,50,6.118821859359741
89,lstm_dense,6,128,32,0.01,64.0,,0.1070200651884079,14,0.03672276437282562,24,3.8541996479034424
90,lstm_dense,6,32,32,0.005,128.0,,0.07920552045106888,68,0.02814646251499653,78,8.589490413665771
91,lstm_dense,6,64,32,0.005,128.0,,0.07534350454807281,82,0.0267449039965868,92,9.70561695098877
92,lstm_dense,6,128,32,0.005,128.0,,0.08632281422615051,58,0.03532395139336586,68,8.388726949691772
93,lstm_dense,6,32,32,0.01,128.0,,0.13963820040225983,26,0.03642520308494568,36,4.51804518699646
94,lstm_dense,6,64,32,0.01,128.0,,0.06598153710365295,49,0.028659673407673836,59,6.866658687591553
95,lstm_dense,6,128,32,0.01,128.0,,0.11143636703491211,43,0.031847771257162094,53,6.817657709121704
96,lstm_dropout,6,32,4,0.005,64.0,0.05,0.12047068029642105,7,0.03983168676495552,17,3.919248342514038
97,lstm_dropout,6,64,4,0.005,64.0,0.05,0.11732596904039383,6,0.04277950897812843,16,4.035454750061035
98,lstm_dropout,6,128,4,0.005,64.0,0.05,0.14553625881671906,32,0.03406282141804695,42,9.582493782043457
99,lstm_dropout,6,32,4,0.01,64.0,0.05,0.12270056456327438,7,0.04032392427325249,17,3.8760647773742676
100,lstm_dropout,6,64,4,0.01,64.0,0.05,0.061349254101514816,45,0.024531131610274315,55,10.124945640563965
101,lstm_dropout,6,128,4,0.01,64.0,0.05,0.09369827806949615,19,0.02916666679084301,29,7.087526559829712
102,lstm_dropout,6,32,4,0.005,64.0,0.1,0.1159144788980484,6,0.04081243649125099,16,3.7645435333251953
103,lstm_dropout,6,64,4,0.005,64.0,0.1,0.11609461903572083,6,0.041741784662008286,16,3.94789457321167
104,lstm_dropout,6,128,4,0.005,64.0,0.1,0.1493256539106369,20,0.03738659247756004,30,7.339261770248413
105,lstm_dropout,6,32,4,0.01,64.0,0.1,0.11529327929019928,6,0.04378293827176094,16,3.7817559242248535
106,lstm_dropout,6,64,4,0.01,64.0,0.1,0.12873375415802002,11,0.04215916618704796,21,4.748033285140991
107,lstm_dropout,6,128,4,0.01,64.0,0.1,0.13372336328029633,12,0.03790974244475365,22,5.879380464553833
108,lstm_dropout,6,32,4,0.005,64.0,0.2,0.10795747488737106,7,0.041925832629203796,17,3.922945261001587
109,lstm_dropout,6,64,4,0.005,64.0,0.2,0.1325070708990097,6,0.042736660689115524,16,4.011585712432861
110,lstm_dropout,6,128,4,0.005,64.0,0.2,0.1532149463891983,7,0.040840137749910355,17,4.940680027008057
111,lstm_dropout,6,32,4,0.01,64.0,0.2,0.12400232255458832,7,0.0439092293381691,17,3.9098851680755615
112,lstm_dropout,6,64,4,0.01,64.0,0.2,0.13718701899051666,26,0.04429289326071739,36,8.173309564590454
113,lstm_dropout,6,128,4,0.01,64.0,0.2,0.11844716966152191,15,0.04573305696249008,25,7.014393091201782
114,lstm_dropout,6,32,4,0.005,128.0,0.05,0.1168694868683815,7,0.041206244379282,17,4.297579526901245
115,lstm_dropout,6,64,4,0.005,128.0,0.05,0.12478844076395035,6,0.04518943279981613,16,4.424599647521973
116,lstm_dropout,6,128,4,0.005,128.0,0.05,0.09045863896608353,71,0.02776189148426056,81,19.303242921829224
117,lstm_dropout,6,32,4,0.01,128.0,0.05,0.08209048211574554,49,0.0262786652892828,59,10.698189735412598
118,lstm_dropout,6,64,4,0.01,128.0,0.05,0.07717765122652054,77,0.025896122679114342,87,16.7871572971344
119,lstm_dropout,6,128,4,0.01,128.0,0.05,0.06219800189137459,58,0.017264392226934433,68,15.862663745880127
120,lstm_dropout,6,32,4,0.005,128.0,0.1,0.1254635602235794,7,0.04104072228074074,17,4.294956922531128
121,lstm_dropout,6,64,4,0.005,128.0,0.1,0.1268363893032074,6,0.04625143110752106,16,4.413134336471558
122,lstm_dropout,6,128,4,0.005,128.0,0.1,0.14406085014343262,23,0.037184134125709534,33,8.596774578094482
123,lstm_dropout,6,32,4,0.01,128.0,0.1,0.12779054045677185,24,0.03600611165165901,34,6.673523187637329
124,lstm_dropout,6,64,4,0.01,128.0,0.1,0.13147327303886414,6,0.047394320368766785,16,4.2957751750946045
125,lstm_dropout,6,128,4,0.01,128.0,0.1,0.05960025265812874,29,0.02172762155532837,39,9.749989748001099
126,lstm_dropout,6,32,4,0.005,128.0,0.2,0.11227143555879593,7,0.03867204487323761,17,4.299221992492676
127,lstm_dropout,6,64,4,0.005,128.0,0.2,0.11236190795898438,7,0.04036889225244522,17,4.5451765060424805
128,lstm_dropout,6,128,4,0.005,128.0,0.2,0.13860376179218292,37,0.03791993483901024,47,11.496472835540771
129,lstm_dropout,6,32,4,0.01,128.0,0.2,0.1256781965494156,25,0.04415621608495712,35,7.090979814529419
130,lstm_dropout,6,64,4,0.01,128.0,0.2,0.14167043566703796,19,0.042335886508226395,29,6.58781623840332
131,lstm_dropout,6,128,4,0.01,128.0,0.2,0.059121616184711456,39,0.023238182067871094,49,11.990916967391968
132,lstm_dropout,6,32,8,0.005,64.0,0.05,0.11075879633426666,10,0.037485722452402115,20,4.232249021530151
133,lstm_dropout,6,64,8,0.005,64.0,0.05,0.05569923669099808,60,0.02335629053413868,70,11.240764379501343
134,lstm_dropout,6,128,8,0.005,64.0,0.05,0.12257134169340134,5,0.039940547198057175,15,3.995882749557495
135,lstm_dropout,6,32,8,0.01,64.0,0.05,0.10459104180335999,7,0.038481805473566055,17,3.755885362625122
136,lstm_dropout,6,64,8,0.01,64.0,0.05,0.12825533747673035,5,0.04091496020555496,15,3.7257330417633057
137,lstm_dropout,6,128,8,0.01,64.0,0.05,0.10760065913200378,4,0.03851056471467018,14,3.804135322570801
138,lstm_dropout,6,32,8,0.005,64.0,0.1,0.1095304936170578,10,0.038394298404455185,20,4.215406656265259
139,lstm_dropout,6,64,8,0.005,64.0,0.1,0.11028892546892166,8,0.04052833095192909,18,4.152268648147583
140,lstm_dropout,6,128,8,0.005,64.0,0.1,0.12003541737794876,6,0.038027018308639526,16,4.257379055023193
141,lstm_dropout,6,32,8,0.01,64.0,0.1,0.1035972312092781,7,0.03924040496349335,17,3.8660264015197754
142,lstm_dropout,6,64,8,0.01,64.0,0.1,0.12671680748462677,6,0.03995173051953316,16,3.880131721496582
143,lstm_dropout,6,128,8,0.01,64.0,0.1,0.10664093494415283,4,0.04167536646127701,14,3.8843209743499756
144,lstm_dropout,6,32,8,0.005,64.0,0.2,0.11147426068782806,10,0.03857766464352608,20,4.1905975341796875
145,lstm_dropout,6,64,8,0.005,64.0,0.2,0.11394217610359192,8,0.04493280500173569,18,4.19214129447937
146,lstm_dropout,6,128,8,0.005,64.0,0.2,0.11719950288534164,6,0.03845885768532753,16,4.319458246231079
147,lstm_dropout,6,32,8,0.01,64.0,0.2,0.09831018000841141,7,0.041243597865104675,17,3.872457981109619
148,lstm_dropout,6,64,8,0.01,64.0,0.2,0.1127539798617363,6,0.03903460130095482,16,3.873728036880493
149,lstm_dropout,6,128,8,0.01,64.0,0.2,0.12382859736680984,5,0.04791540279984474,15,4.069401025772095
150,lstm_dropout,6,32,8,0.005,128.0,0.05,0.112774558365345,10,0.037075430154800415,20,4.128415107727051
151,lstm_dropout,6,64,8,0.005,128.0,0.05,0.1196829155087471,8,0.03824896737933159,18,4.220237731933594
152,lstm_dropout,6,128,8,0.005,128.0,0.05,0.11345504224300385,6,0.037314556539058685,16,4.18159294128418
153,lstm_dropout,6,32,8,0.01,128.0,0.05,0.1140214279294014,6,0.03882135450839996,16,3.632171869277954
154,lstm_dropout,6,64,8,0.01,128.0,0.05,0.11775325238704681,7,0.03828977420926094,17,4.017932891845703
155,lstm_dropout,6,128,8,0.01,128.0,0.05,0.09800886362791061,7,0.03597132861614227,17,4.361517429351807
156,lstm_dropout,6,32,8,0.005,128.0,0.1,0.11283734440803528,10,0.03746264800429344,20,4.127756357192993
157,lstm_dropout,6,64,8,0.005,128.0,0.1,0.1184258759021759,22,0.037445422261953354,32,6.02998685836792
158,lstm_dropout,6,128,8,0.005,128.0,0.1,0.11285663396120071,7,0.03898747265338898,17,4.397093296051025
159,lstm_dropout,6,32,8,0.01,128.0,0.1,0.11032642424106598,6,0.03914512321352959,16,3.7636706829071045
160,lstm_dropout,6,64,8,0.01,128.0,0.1,0.055717624723911285,56,0.020996814593672752,66,10.478162288665771
161,lstm_dropout,6,128,8,0.01,128.0,0.1,0.09971383959054947,7,0.03892765939235687,17,4.428118467330933
162,lstm_dropout,6,32,8,0.005,128.0,0.2,0.10687299072742462,10,0.0371430478990078,20,4.165354013442993
163,lstm_dropout,6,64,8,0.005,128.0,0.2,0.11545579880475998,24,0.036385636776685715,34,6.1452484130859375
164,lstm_dropout,6,128,8,0.005,128.0,0.2,0.10858388990163803,7,0.04142240434885025,17,4.4945714473724365
165,lstm_dropout,6,32,8,0.01,128.0,0.2,0.12113098055124283,7,0.04112967476248741,17,3.748491048812866
166,lstm_dropout,6,64,8,0.01,128.0,0.2,0.10054882615804672,7,0.043152179569005966,17,3.9004359245300293
167,lstm_dropout,6,128,8,0.01,128.0,0.2,0.12044176459312439,15,0.0343945138156414,25,5.644189357757568
168,lstm_dropout,6,32,16,0.005,64.0,0.05,0.05683605372905731,95,0.025797372683882713,105,12.740783452987671
169,lstm_dropout,6,64,16,0.005,64.0,0.05,0.0643891766667366,53,0.026498733088374138,63,8.7752525806427
170,lstm_dropout,6,128,16,0.005,64.0,0.05,0.1281949132680893,10,0.03704793378710747,20,4.2117602825164795
171,lstm_dropout,6,32,16,0.01,64.0,0.05,0.06401234120130539,43,0.024151377379894257,53,7.492251396179199
172,lstm_dropout,6,64,16,0.01,64.0,0.05,0.07497388869524002,66,0.024513697251677513,76,9.973525047302246
173,lstm_dropout,6,128,16,0.01,64.0,0.05,0.07818035036325455,25,0.024195395410060883,35,6.155533075332642
174,lstm_dropout,6,32,16,0.005,64.0,0.1,0.08541811257600784,66,0.030940216034650803,76,9.374349355697632
175,lstm_dropout,6,64,16,0.005,64.0,0.1,0.06198984012007713,70,0.02935779094696045,80,10.484716415405273
176,lstm_dropout,6,128,16,0.005,64.0,0.1,0.12786798179149628,10,0.03895286098122597,20,4.236845970153809
177,lstm_dropout,6,32,16,0.01,64.0,0.1,0.10091008245944977,48,0.0357782207429409,58,7.499932289123535
178,lstm_dropout,6,64,16,0.01,64.0,0.1,0.11072395741939545,8,0.03615584969520569,18,3.609677314758301
179,lstm_dropout,6,128,16,0.01,64.0,0.1,0.10689028352499008,10,0.037111055105924606,20,4.196137189865112
180,lstm_dropout,6,32,16,0.005,64.0,0.2,0.11040227860212326,33,0.03646035119891167,43,6.166303634643555
181,lstm_dropout,6,64,16,0.005,64.0,0.2,0.11285614967346191,19,0.0402914434671402,29,4.939858675003052
182,lstm_dropout,6,128,16,0.005,64.0,0.2,0.12251973152160645,12,0.04067648574709892,22,4.449567079544067
